symbol,effective_from,effective_to,screening_snapshot_date,membership_source,membership_confidence,source_id,source_note,is_exact_index_membership,is_shariah_screened_eligible
KOHC,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
KOHE,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
KOHTM,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
KOIL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
KSBP,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
KTML,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
LEUL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
LMSM,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
LPGL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
LUCK,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MACFL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MACTER,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MARI,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MEBL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MFFL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MLCF,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MODAM,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MQTM,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MSCL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MTIL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MTL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
MUGHAL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
NATF,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
NATM,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
NCML,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
NETSOL,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
NML,2022-01-03,2022-07-15,2022-01-03,official_full_screening_table,high,review_2021_h1,"Directly parsed compliant rows from official PSX screening table; includes compliant defaulter rows because this artifact is a screening universe, not exact index membership.",False,True
